cpd:C00001	H2O; Water
cpd:C18160	Bacteriochlorophyllide d
cpd:C18161	Bacteriochlorophyllide c
cpd:C18162	Bacteriochlorophyll d
cpd:C18163	Bacteriochlorophyll c
cpd:C18168	DGHS; Diacylglycerylhomoserine
cpd:C18169	DGTS; Diacylglyceryl-N,N,N-trimethylhomoserine
cpd:C18172	Carboxyspermidine; 2-Amino-4-[(4-aminobutyl)amino]-butanoic acid
cpd:C18174	Carboxynorspermidine
cpd:C18180	OCDD; PCDD 75; Octachlorodibenzo-p-dioxin; 1,2,3,4,6,7,8,9-Octachlorodibenzo-p-dioxin
cpd:C18195	(3R)-11-cis-3-Hydroxyretinal
cpd:C18196	(3R)-all-trans-3-Hydroxyretinal
cpd:C18202	8-Methyl-6-nonenoic acid
cpd:C18206	cis-11-Methyl-2-dodecenoic acid
cpd:C18211	Isopimara-7,15-diene
cpd:C18215	Bis(4-hydroxyphenyl)methanol
cpd:C18216	4-Hydroxyphenyl-4-hydroxybenzoate
cpd:C18217	16-Feruloyloxypalmitate; 16-Feruloyloxypalmitic acid
cpd:C18218	16-Hydroxypalmitate; 16-Hydroxypalmitic acid
cpd:C18219	Palustradienol
cpd:C18220	Palustradienal
cpd:C18221	Isopimaradienol
cpd:C18222	Isopimaradienal
cpd:C18223	Stemar-13-ene
cpd:C18224	Stemod-13(17)-ene
cpd:C18225	9beta-Pimara-7,15-diene
cpd:C18226	ent-Cassa-12,15-diene
cpd:C18228	ent-Pimara-8(14),15-diene
cpd:C18229	Fusicocca-2,10(14)-diene
cpd:C18231	Calcitetrol
cpd:C18232	N-Formylmaleamic acid
cpd:C18236	1,2,3,4-Tetrachlorobenzene
cpd:C18237	Molybdenum cofactor; Molybdoenzyme molybdenum cofactor
cpd:C18238	cis-Chlorobenzene dihydrodiol
cpd:C18239	cPMP; Precursor Z; Cyclic pyranopterin phosphate; Cyclic pyranopterin monophosphate
cpd:C18240	Tetrachlorocatechol; Tetrachloro-1,2-benzenediol
cpd:C18241	Tetrachloro-cis,cis-muconate
cpd:C18242	2,3,5-Trichlorodienelactone
cpd:C18243	2,3,5-Trichloromaleylacetate
cpd:C18244	2,4-Dichloro-3-oxoadipate
cpd:C18245	8-epi-Cedrol
cpd:C18246	Methylchloroform; 1,1,1-Trichloroethane
cpd:C18247	1,1-Dichloroethane
cpd:C18248	Chloroethane; Ethyl chloride
cpd:C18249	cis-4,5-Dihydro-4,5-pyrenediol; cis-4,5-Dihydroxy-4,5-dihydropyrene
cpd:C18250	4,5-Dihydroxypyrene
cpd:C18251	Pyrene-4,5-dione; 4,5-Pyrenequinone
cpd:C18252	Phenanthrene-4,5-dicarboxylate
cpd:C18253	4-Phenanthroic acid; Phenanthrene-4-carboxylate
cpd:C18254	Pyrene-4,5-oxide; Pyrene-4,5-epoxide
cpd:C18255	trans-4,5-Pyrenedihydrodiol; trans-4,5-Dihydroxy-4,5-dihydropyrene
cpd:C18256	cis-3,4-Phenanthrenedihydrodiol-4-carboxylate
cpd:C18257	Pyrene-1,6-dione; 1,6-Pyrenequinone
cpd:C18258	Pyrene-1,8-dione; 1,8-Pyrenequinone
cpd:C18259	1-Methoxypyrene
cpd:C18260	1,6-Dimethoxypyrene
cpd:C18261	6-Methoxy-1-pyrenol; 1-Hydroxy-6-methoxypyrene
cpd:C18262	1-Methoxypyrene-6,7-oxide
cpd:C18263	1,6-Pyrenediol; 1,6-Dihydroxypyrene
cpd:C18264	1,8-Pyrenediol; 1,8-Dihydroxypyrene
cpd:C18265	1-Hydroxypyrene-6,7-oxide
cpd:C18266	1-Hydroxypyrene-7,8-oxide
cpd:C18267	Pyrene-1,2-oxide
cpd:C18269	1-Pyrenylsulfate
cpd:C18270	Benzo[a]pyrene-cis-4,5-dihydrodiol
cpd:C18271	cis-4-(7-Hydroxtpyren-8-yl)-2-oxobut-3-enoate
cpd:C18272	cis-4-(8-Hydroxypyren-7-yl)-2-oxobut-3-enoate
cpd:C18273	7,8-Dihydropyrene-8-carboxylate; 1,2-Dihydropyrene-1-carboxylate
cpd:C18274	7,8-Dihydropyrene-7-carboxylate; 1,2-Dihydropyrene-2-carboxylate
cpd:C18275	Benzo[a]pyrene-cis-7,8-dihydrodiol
cpd:C18276	Benzo[a]pyrene-cis-9,10-dihydrodiol
cpd:C18277	4,5-Chrysenedicarboxylate
cpd:C18278	Benzo[a]pyrene-9,10-diol; 9,10-Dihydroxybenzo[a]pyrene
cpd:C18279	Benzo[a]pyrene-4,5-diol; 4,5-Dihydroxybenzo[a]pyrene
cpd:C18280	Benzo[a]pyrene-11,12-diol; 11,12-Dihydroxybenzo[a]pyrene
cpd:C18281	9H-Pyreno[1,2-b]pyran-9-one; 10-Oxabenzo[def]chrysen-9-one
cpd:C18282	5-Chrysenecarboxylate
cpd:C18283	4-Chrysenecarboxylate
cpd:C18284	Benzo[a]pyrene-cis-11,12-dihydrodiol
cpd:C18285	Benzo[a]pyrene-trans-11,12-dihydrodiol
cpd:C18286	Benzo[a]pyrene-11,12-epoxide
cpd:C18287	MLIF; Monocyte locomotion inhibitory factor
cpd:C18288	Core protein; Capsid protein C
cpd:C18289	NS1; Envelope glycoprotein E2
cpd:C18290	Serine protease NS3
cpd:C18291	NS4A; Non-structural protein 4A
cpd:C18292	NS5A; Non-structural protein 5A
cpd:C18293	Nonaketamide monocyclic intermediate
cpd:C18294	Nonaketamide tricyclic intermediate
cpd:C18295	Pretetramid; Pretetramide
cpd:C18296	5a,11a-Dehydrooxytetracycline
cpd:C18297	Anhydrochlortetracycline; Anhydro-7-chlorotetracycline
cpd:C18298	Dehydrochlortetracycline; 5a,11a-Dehydrochlortetracycline; 5a,11a-Dehydro-7-chlorotetracycline
cpd:C18299	4-Aminoanhydrochlortetracycline; 4-Aminoanhydro-7-chlorotetracycline
cpd:C18300	2,4-Dichlorotoluene
cpd:C18301	4,6-Dichloro-3-methyl-cis-1,2-dihydroxycyclohexa-3,5-diene
cpd:C18302	4,6-Dichloro-3-methylcatechol
cpd:C18303	3,5-Dichloro-2-methylmuconate
cpd:C18304	2-Chloro-5-methyl-cis-dienelactone
cpd:C18305	2-Chloro-5-methylmaleylacetate
cpd:C18306	5-Methylmaleylacetate
cpd:C18307	2-Methyl-3-oxoadipate
cpd:C18308	3,5-Dichloro-2-methylmuconolactone
cpd:C18309	3-Chloro-2-methyldienelactone
cpd:C18310	3-Chloro-2-methylmaleylacetate
cpd:C18311	4-Methyl-3-oxoadipate-enol-lactone
cpd:C18312	4-Methyl-3-oxoadipate
cpd:C18313	LL-37; Cathelicidin LL-37
cpd:C18314	Phthalate 3,4-cis-dihydrodiol
cpd:C18315	4-Methyl-5-nitrocatechol
cpd:C18316	2-Hydroxy-5-methylquinone; 2-Hydroxy-5-methyl-1,4-benzoquinone
cpd:C18317	2,4,5-Trihydroxytoluene
cpd:C18318	cis,cis-2,4-Dihydroxy-5-methyl-6-oxo-2,4-hexadienoate
cpd:C18319	2-Methylbutyrate; 2-Methylbutyric acid
cpd:C18320	4-Amino-2-nitrotoluene
cpd:C18321	(2Z,6Z,10Z,14Z,18Z,22Z,26Z,30Z,34E)-Decaprenyl diphosphate
cpd:C18323	Mesaconyl-C4-CoA
cpd:C18324	Methylsuccinyl-CoA; (2S)-Methylsuccinyl-CoA; Methylsuccinyl-coenzyme A
cpd:C18325	Feruloylagmatine
cpd:C18326	p-Coumaroylputrescine
cpd:C18327	7,9,12-Octaketide intermediate 1
cpd:C18328	7,9,12-Octaketide intermediate 2
cpd:C18329	7,9,12-Octaketide intermediate 3
cpd:C18330	7,9,12-Decaketide intermediate 1
cpd:C18331	7,9,12-Decaketide intermediate 2
cpd:C18332	7,9,12-Decaketide intermediate 3
cpd:C18333	7,9,12-Decaketide intermediate 4
cpd:C18334	7,9,12-Decaketide intermediate 5
cpd:C18335	7,9,12-Decaketide intermediate 6
cpd:C18336	7,12-Decaketide intermediate 1
cpd:C18337	9,14-Decaketide intermediate 1
cpd:C18338	5-Carboxyvanillate; 5-Carboxyvanillic acid; 4-Hydroxy-5-methoxyisophthalate; 4-Hydroxy-5-methoxy-1,3-benzenedicarboxylate
cpd:C18345	4-Carboxy-2-hydroxy-6-methoxy-6-oxohexa-2,4-dienoate
cpd:C18347	5,5'-Dehydrodivanillate
cpd:C18348	2,2',3-Trihydroxy-3'-methoxy-5,5'-dicarboxybiphenyl
cpd:C18349	4-[2-(5-Carboxy-2-hydroxy-3-methoxyphenyl)-2-oxoethylidene]-2-hydroxy-2-pentenedioate
cpd:C18351	4-Aminocatechol; 3,4-Dihydroxyaniline; 4-Amino-1,2-benzenediol
cpd:C18353	Octaketide bicyclic intermediate
cpd:C18354	(S)-Chiral alcohol
cpd:C18355	(R)-Chiral alcohol
cpd:C18356	(S)-Hemiketal
cpd:C18357	(R)-Hemiketal
cpd:C18358	DHKred-OH; Hydroxylated dihydrokalafungin dihydroquinone
cpd:C18359	Dihydrogranaticin
cpd:C18360	DHKred; Dihydrokalafungin dihydroquinone form
cpd:C18629	12-Deoxynogalonic acid
cpd:C18630	Nogalaviketone
cpd:C18631	Nogalavinone; Nogalamycinone
cpd:C18632	1-OH-Nogalamycinone
cpd:C18633	Nogalamycin
cpd:C18634	Aclacinomycin T; Rhodosaminyl-aklavinone
cpd:C18635	Aclacinomycin S; L-2-Deoxyfucosyl-L-rhodosaminyl-aklavinone
cpd:C18637	Aclacinomycin N
cpd:C18638	Aclacinomycin A
cpd:C18639	Aclacinomycin Y
cpd:C18640	epsilon-Rhodomycin T
cpd:C18641	15-Demethoxy-epsilon-rhodomycin
cpd:C18642	Rhodomycin B; beta-Rhodomycin
cpd:C18678	UWM6
cpd:C18679	Prejadomycin; 2,3-Dehydro-UWM6
cpd:C18680	Jadomycin A; Jadomycin B aglycon
cpd:C18681	C1'-C9-Glycosylated UWM6
cpd:C18682	11-Deoxylandomycinone
cpd:C18683	Landomycin H
cpd:C18684	Landomycin D
cpd:C18685	Landomycin E
cpd:C18699	(-)-JA-L-Ile; (-)-Jasmonoyl-L-isoleucine
cpd:C18709	Decaketide tricyclic intermediate
cpd:C18710	3A-Deolivosylpremithramycin B
cpd:C18711	Mithramycin DK
cpd:C18778	Landomycin I; 8-D-Olivosyl-landomycin
cpd:C18796	2-Hydroxy-2-methylbutanenitrile; (2R)-2-Hydroxy-2-methylbutanenitrile
cpd:C18802	H4SPT; Tetrahydrosarcinapterin; 5,6,7,8-Tetrahydrosarcinapterin
cpd:C18835	(R)-DNPA
cpd:C18870	GSSeSG; Selenodiglutathione
cpd:C18871	GSSeH; Glutathioselenol
cpd:C18872	Trimethylselenonium
cpd:C18893	1-Methylseleno-N-acetyl-D-galactosamine
cpd:C18902	Methylseleninate; Methylselenic acid
cpd:C18904	Methylselenopyruvate; beta-Methylselenopyruvate
cpd:C18905	Methylselenocysteine Se-oxide; Methylselenocysteine selenooxide
cpd:C18910	2,5-Diamino-6-(5-phospho-D-ribitylamino)pyrimidin-4(3H)-one; 2,5-Diamino-6-(1-D-ribitylamino)pyrimidin-4(3H)-one 5'-phosphate
cpd:C18911	(R)-4-Phosphopantoate
cpd:C18990	PB1-F2
cpd:C18991	Protein P; Measles Phosphoprotein
cpd:C18994	Accessory protein p12I
cpd:C18995	P13 protein
cpd:C18996	Accessory protein p30II
cpd:C18997	Protein C
cpd:C18998	Non-structural protein V
cpd:C19079	(4R)-7-Hydroxy-4-isopropenyl-7-methyloxepan-2-one; (4R)-7-Hydroxy-4-isopropenyl-7-methyl-2-oxo-oxepanone
cpd:C19081	(4S)-Limonene-1,2-epoxide
cpd:C19082	(1R,2R,4S)-Limonene-1,2-diol; (1R,2R,4S)-Menth-8-ene-1,2-diol
cpd:C19083	(1R,4S)-1-Hydroxy-2-oxolimonene
cpd:C19084	(4S)-7-Hydroxy-4-isopropenyl-7-methyloxepan-2-one; (4S)-7-Hydroxy-4-isopropenyl-7-methyl-2-oxo-oxepanone
cpd:C19151	Coenzyme F420-3
cpd:C19152	Coenzyme F420-1
cpd:C19153	Coenzyme F420-0
cpd:C19154	7,8-Didemethyl-8-hydroxy-5-deazariboflavin
cpd:C19155	(2S)-Lactyl-2-diphospho-5'-guanosine
cpd:C19156	(2S)-2-Phospholactate
cpd:C19161	Chromium (VI); Chromium ion (6+); Chromium hexavalent ion
cpd:C19164	Iprit; Mustard gas; Sulfur mustard
cpd:C19180	IQ; 2-Amino-3-methylimidazo[4,5-f]quinoline
cpd:C19190	Trehalose-6,6'-dibehenate
cpd:C19255	MeIQx; 8-Methyl-IQX; 2-Amino-3,8-dimethylimidazo[4,5-f]quinoxaline
cpd:C19313	HBZ; HTLV-1 basic zipper factor
cpd:C19317	Mustard oil; Allyl isothiocyanate
cpd:C19368	Chromium (III); Chromium (III) ion
cpd:C19418	cis-9,10-Epoxystearic acid
cpd:C19488	DMBA; 7,12-Dimethylbenz[a]anthracene
cpd:C19489	1a,11b-Dihydro-4,9-dimethylbenz[a]anthra[3,4-b]oxirene
cpd:C19490	trans-DMBA-3,4-dihydrodiol; trans-3,4-Dihydro-3,4-dihydroxy-7,12-dimethylbenz[a]anthracene
cpd:C19491	(E)-2-Methylbutanal oxime
cpd:C19525	Sudan I; C.I. Solvent Yellow 14
cpd:C19559	(1aalpha,2beta,3alpha,11calpha)-1a,2,3,11c-Tetrahydro-6,11-dimethylbenzo[6,7]phenanthro[3,4-b]oxirene-2,3-diol
cpd:C19561	12-Methylbenz[a]anthracene-7-methanol; 7-Hydroxymethyl-12-methylbenz[a]anthracene
cpd:C19562	7-Hydroxymethyl-12-methylbenz[a]anthracene sulfate
cpd:C19563	4-[(Hydroxymethyl)nitrosoamino]-1-(3-pyridinyl)-1-butanone
cpd:C19564	4-(Nitrosoamino)-1-(3-pyridinyl)-1-butanone
cpd:C19565	4-Hydroxy-1-(3-pyridinyl)-1-butanone
cpd:C19566	4-Hydroxy-4-(methylnitrosoamino)-1-(3-pyridinyl)-1-butanone
cpd:C19567	gamma-Oxo-3-pyridinebutanal; 4-Oxo-4-(pyridin-3-yl)butanal; 4-Oxo-1-(3-pyridyl)-1-butanone; 3-Succinoylsemialdehyde-pyridine
cpd:C19568	N-Nitrosomethanamine
cpd:C19569	3-Succinoylpyridine; 4-Oxo-4-(pyridin-3-yl)butanoate
cpd:C19574	NNAL; 4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol
cpd:C19577	1-(Methylnitrosoamino)-4-(3-pyridinyl)-1,4-butanediol
cpd:C19578	5-(3-Pyridyl)-2-hydroxytetrahydrofuran
cpd:C19579	gamma-Hydroxy-3-pyridinebutanoate
cpd:C19580	alpha-[3-[(Hydroxymethyl)nitrosoamino]propyl]-3-pyridinemethanol
cpd:C19581	alpha-[3-(Nitrosoamino)propyl]-3-pyridinemethanol
cpd:C19582	1-(3-Pyridinyl)-1,4-butanediol
cpd:C19585	Aflatoxin Q1
cpd:C19586	2,3-Epoxyaflatoxin B1; Aflatoxin B1-exo-8,9-epoxide
cpd:C19588	Aflatoxin B1 diol; Aflatoxin B1-2,3-dihydrodiol
cpd:C19589	Aflatoxin B1 dialdehyde
cpd:C19590	6-[2,3-Dihydroxy-1-(hydroxymethyl)propyl]-1,2-dihydro-7-hydroxy-9-methoxy-cyclopenta[c][1]benzopyran-3,4-dione
cpd:C19591	1,2,3,4-Tetrahydro-alpha,7-dihydroxy-beta-(hydroxymethyl)-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-propanal
cpd:C19592	alpha-(1,2-Dihydroxyethyl)-1,2,3,4-tetrahydro-7-hydroxy-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-acetaldehyde
cpd:C19594	Aflatoxin-M1-8,9-epoxide
cpd:C19595	Aflatoxin B1-endo-8,9-epoxide
cpd:C19596	LOS; Lipooligosaccharide
cpd:C19602	NNK-N-oxide; 4-(Methylnitrosamino)-1-(3-pyridyl-N-oxide)-1-butanone; 4-(Methylnitrosamino)-1-(1-oxido-3-pyridinyl)-1-butanone
cpd:C19603	NNAL-N-oxide; 4-(Methylnitrosamino)-1-(3-pyridyl-N-oxide)-1-butanol
cpd:C19604	DMBA-5,6-epoxide; 7,12-Dimethylbenz[a]anthracene 5,6-oxide
cpd:C19605	NNAL-O-glucuronide; 4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol glucuronide
cpd:C19606	NNAL-N-glucuronide
cpd:C19607	trans-DMBA-5,6-dihydrodiol; trans-5,6-Dihydro-5,6-dihydroxy-7,12-dimethylbenz[a]anthracene
cpd:C19609	Ni2+; Ni(II); Nickel(2+)
cpd:C19614	16-Oxo-palmitate
cpd:C19615	Hexadecanedioate
cpd:C19616	18-Hydroxyoleate
cpd:C19617	18-Oxooleate
cpd:C19618	Octadec-9-ene-1,18-dioic-acid
cpd:C19620	9,10-Epoxy-18-hydroxystearate
cpd:C19621	9,10,18-Trihydroxystearate
cpd:C19622	9,10-Dihydroxystearate
cpd:C19623	22-Hydroxydocosanoate
cpd:C19624	22-Oxo-docosanoate
cpd:C19625	Docosanedioate
cpd:C19630	Diketone
cpd:C19631	6-Hydroxy-3-succinoylpyridine; 4-(6-Hydroxypyridin-3-yl)-4-oxobutanoate
cpd:C19673	Malonyl-[acp] methyl ester; Malonyl-[acyl-carrier protein] methyl ester
cpd:C19676	Germacra-1(10),4,11(13)-trien-12-ol
cpd:C19678	Germacrene A acid; Germacra-1(10),4,11(13)-trien-12-oate
cpd:C19691	Farnesylcysteine; S-(2E,6E)-Farnesyl-L-cysteine; S-trans-trans-Farnesylcysteine
cpd:C19692	(Sulfide)n; Polysulfide; Polysulfane
cpd:C19707	(+)-Columbianetin; (S)-Columbianetin
cpd:C19708	5-Epiaristolochene; 5-epi-Aristolochene; (+)-5-Epiaristolochene; (+)-5-epi-Aristolochene
cpd:C19711	Solavetivol
cpd:C19712	N-Hydroxy-L-phenylalanine; 2-(Hydroxyamino)-3-phenylpropanoate
cpd:C19714	(E)-Phenylacetaldoxime; (E)-Phenylacetaldehyde oxime
cpd:C19715	N,N-Dihydroxy-L-phenylalanine
cpd:C19725	UDP-alpha-D-GlcNAc3NAcA; UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-glucuronate; UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-glucuronic acid
cpd:C19732	24-Hydroxy-beta-amyrin; Olean-12-ene-3beta,24-diol
cpd:C19736	(+)-alpha-Santalene
cpd:C19740	(+)-alpha-Barbatene
cpd:C19742	(+)-delta-Selinene
cpd:C19745	UDP-alpha-D-ManNAc3NAcA; UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-mannuronate; UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-mannuronic acid
cpd:C19746	(3R,6E)-Nerolidol
cpd:C19747	Germacrene C
cpd:C19748	(E)-gamma-Bisabolene
cpd:C19749	(E)-alpha-Bisabolene
cpd:C19751	(S)-beta-Bisabolene
cpd:C19752	(S)-beta-Macrocarpene
cpd:C19753	cis-Muurola-3,5-diene
cpd:C19755	Patchoulol
cpd:C19759	7,9,9'-tricis-Neurosporene; 7,9,9'-tri-cis-Neurosporene
cpd:C19760	(2Z,6Z)-Farnesyl diphosphate
cpd:C19762	Cyanidin 3-O-(2-O-beta-D-glucuronosyl)-beta-D-glucoside
cpd:C19764	9,15,9'-tricis-zeta-Carotene
cpd:C19765	15,9'-dicis-Phytofluene
cpd:C19794	CDP-1L-myo-inositol
cpd:C19795	Rhodopin; 1-Hydroxylycopene; 1-Hydroxy-1,2-dihydrolycopene
cpd:C19796	Quercetin 3-O-rhamnoside 7-O-glucoside
cpd:C19797	4,4'-Diapolycopene
cpd:C19798	4,4'-Diapolycopenedial
cpd:C19799	Bis(1L-myo-inositol)-3,1'-phosphate 1-phosphate
cpd:C19801	Isomultiflorenol
cpd:C19819	Cucurbitadienol
cpd:C19820	Protostadienol; (17Z)-Protosta-17(20),24-dien-3beta-ol
cpd:C19823	UDP-2-acetamido-2,6-dideoxy-beta-L-arabino-hex-4-ulose; UDP-2-acetamido-2,6-dideoxy-beta-L-arabino-hexos-4-ulose
cpd:C19828	Arabidiol; (13R,14R,17E)-Malabarica-17,21-diene-3beta,14-diol
cpd:C19829	Dammarenediol II; Dammar-24-ene-3beta,20-diol; (20S)-Dammar-24-ene-3beta,20-diol
cpd:C19832	Thalianol
cpd:C19833	Germanicol; (3beta)-Olean-18-en-3-ol
cpd:C19834	Dammara-20,24-diene; Dammara-18(28),21-diene
cpd:C19835	Camelliol C
cpd:C19845	Pimelyl-[acp]; Pimeloyl-[acp]; Pimelyl-[acyl-carrier protein]; Pimeloyl-[acyl-carrier protein]; 7-Hydroxy-7-oxoheptanoyl-[acyl-carrier protein]
cpd:C19846	Pimelyl-[acp] methyl ester; Pimeloyl-[acp] methyl ester; Pimelyl-[acyl-carrier protein] methyl ester; Pimeloyl-[acyl-carrier protein] methyl ester
cpd:C19852	tritrans,heptacis-Undecaprenyl diphosphate
cpd:C19853	trans,polycis-Polyprenyl diphosphate
cpd:C19863	Monogynol A; Lupan-3beta,20-diol; 3beta,20-Dihydroxylupane
cpd:C19872	FAMP; 2-Methyl-4-amino-5-(formylaminomethyl)pyrimidine; N-Formyl-4-amino-5-aminomethyl-2-methylpyrimidine
cpd:C19873	26-Hydroxycastasterone
cpd:C19874	26-Hydroxybrassinolide
cpd:C19877	4-O-Phospho-alpha-Kdo-(2->6)-lipid IVA
cpd:C19878	D-glycero-alpha-D-manno-Heptose 7-phosphate
cpd:C19879	D-glycero-alpha-D-manno-Heptose 1,7-bisphosphate
cpd:C19880	D-glycero-alpha-D-manno-Heptose 1-phosphate
cpd:C19881	GDP-D-glycero-alpha-D-manno-heptose
cpd:C19886	[LysW]-L-2-aminoadipate; LysW-gamma-L-alpha-aminoadipate
cpd:C19887	LysW-gamma-L-alpha-aminoadipyl-6-phosphate
cpd:C19888	LysW-gamma-L-alpha-aminoadipate 6-semialdehyde
cpd:C19889	LysW-gamma-L-lysine
cpd:C19891	1D-chiro-Inositol; 1,2,4/3,5,6-Cyclohexane-1,2,3,4,5,6-hexol
cpd:C19892	beta-Apo-4'-carotenal; 4'-Apo-beta,psi-caroten-4'-al
cpd:C19908	(+)-beta-Chamigrene
cpd:C19912	N-Arachidonoyl-phosphatidylethanolamine
cpd:C19913	Phospho-anandamide
cpd:C19929	N-alpha-Acetyl-L-2,4-diaminobutyrate
cpd:C19937	(8E,10R,12Z)-10-Hydroperoxy-8,12-octadecadienoate
cpd:C19939	Pentalen-13-al
cpd:C19944	Secophenol; 3-Hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione
cpd:C19945	3-Oxo-5,6-dehydrosuberyl-CoA
cpd:C19946	3-Oxo-5,6-dehydrosuberyl-CoA semialdehyde
cpd:C19961	UDP-4-amino-4,6-dideoxy-beta-L-AltNAc; UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine; UDP-2-acetamido-4-amino-2,4,6-trideoxy-beta-L-altrose
cpd:C19971	UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altrose; UDP-2,4-bis(acetamido)-2,4,6-trideoxy-beta-L-altropyranose
cpd:C19972	2,4-Bis(acetamido)-2,4,6-trideoxy-beta-L-altropyranose
cpd:C19973	(+)-beta-Caryophyllene
cpd:C19974	(+)-Caryolan-1-ol
cpd:C19975	2-Oxepin-2(3H)-ylideneacetyl-CoA
cpd:C20062	2-(1,2-Epoxy-1,2-dihydrophenyl)acetyl-CoA
cpd:C20082	Pseudaminic acid; 5,7-Bis(acetylamino)-3,5,7,9-tetradeoxy-L-glycero-alpha-L-manno-2-nonulopyranosonic acid
cpd:C20083	CMP-pseudaminic acid
cpd:C20120	S-Farnesyl protein; S-Farnesyl protein C-terminal CAAX
cpd:C20121	Farnesyl phosphate; (2E,6E)-Farnesyl phosphate; trans,trans-Farnesyl phosphate
cpd:C20134	19-Chloroproansamitocin
cpd:C20135	20-O-Methyl-19-chloroproansamitocin
cpd:C20136	N-Demethyl-desepoxymaytansinol; N-Desmethyl-4,5-desepoxymaytansinol
cpd:C20137	N-Demethyl-desepoxy-AP-3; N-Demethyl-desepoxyansamitocin P-3
cpd:C20138	PND-3; N-Demethyl-AP-3; N-Demethylansamitocin P-3
cpd:C20139	AGP-3; Ansamitocinoside P-3
cpd:C20140	ACGP-3; 4''-O-Carbamoyl ansamitocinoside P-3
cpd:C20143	26-Hydroxycholest-4-en-3-one
cpd:C20144	Androsta-1,4-diene-3,17-dione
cpd:C20145	Kaur-15-ene; Kryptomeren; ent-Isokaurene
cpd:C20146	ent-2alpha-Hydroxyisokaurene
cpd:C20149	9beta-Pimara-7,15-dien-19-oate
cpd:C20150	ent-11beta-Hydroxycassa-12,15-diene
cpd:C20151	5alpha-Acetoxy-10beta,14beta-dihydroxytaxadiene; 10beta,14beta-Dihydroxytaxa-4(20),11-dien-5alpha-yl acetate
cpd:C20158	(13E)-Labda-7,13-dien-15-ol
cpd:C20159	7-epi-alpha-Selinene; (-)-7-epi-alpha-Selinene; (2S,4aR,8aR)-4a,8-Dimethyl-2-(prop-1-en-2-yl)-1,2,3,4,4a,5,6,8a-octahydronaphthalene
cpd:C20163	5-epi-alpha-Selinene; 8a-epi-alpha-Selinene; 5beta-Eudesma-3,11-diene; (2R,4aR,8aS)-1,2,3,4,4a,5,6,8a-Octahydro-4a,8-dimethyl-2-(prop-1-en-2-yl)naphthalene; (2R,4aR,8aS)-1,2,3,4,4a,5,6,8a-Octahydro-4a,8-dimethyl-2-(1-methylethenyl)naphthalene
cpd:C20171	Icilin; AG 3-5
cpd:C20181	Avermitilol
cpd:C20185	syn-Labda-8(17),12E,14-triene; (12E)-9alpha-Labda-8(17),12,14-triene; (4aS,5R,8aS)-1,1,4a-Trimethyl-6-methylidene-5-[(2E)-3-methylpenta-2,4-dien-1-yl]decahydronaphthalene
cpd:C20186	5S,8R-DiHODE; (5S,8R)-DiHODE; (5S,8R,9Z,12Z)-5,8-Dihydroxyoctadeca-9,12-dienoate
cpd:C20191	alpha-seco-Amyrin; 8,14-Secoursa-7,13-diene-3beta-ol
cpd:C20192	Marneral
cpd:C20193	beta-seco-Amyrin; 8,14-Secooleana-7,13-diene-3beta-ol
cpd:C20195	Tirucalla-7,24-dien-3beta-ol
cpd:C20199	DOHNAA; 9,17-Dioxo-1,2,3,4,10,19-hexanorandrostan-5-oic acid; 3-[(3aS,4S,7aS)-7a-Methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoate
cpd:C20200	Baruol
cpd:C20208	syn-Stemoden-19-oate
cpd:C20221	(6E)-8-Oxolinalool; trans-8-Oxolinalool
cpd:C20225	Coniferyl acetate
cpd:C20231	Ureidoperacrylic acid; (Z)-3-Ureidoacrylate peracid
cpd:C20237	alpha-Maltose 1-phosphate
cpd:C20238	(2R)-Ethylmalonyl-CoA
cpd:C20239	6-Carboxytetrahydropterin; 6-Carboxy-5,6,7,8-tetrahydropterin
cpd:C20246	2-[(2R,5Z)-2-Carboxy-4-methylthiazol-5(2H)-ylidene]ethyl phosphate
cpd:C20247	cThz-P; 2-(2-Carboxy-4-methylthiazol-5-yl)ethyl phosphate; 4-Methyl-5-[2-(phosphonooxy)ethyl]-1,3-thiazole-2-carboxylate
cpd:C20248	7-Carboxy-7-carbaguanine; 7-Carboxy-7-deazaguanine
cpd:C20249	(Z)-3-Peroxyaminoacrylate
cpd:C20251	1-Keto-D-chiro-inositol; 2D-2,3,5/4,6-Pentahydroxycyclohexanone
cpd:C20252	5-Androstene-3,17-dione
cpd:C20253	Aminoacrylate; (Z)-3-Aminoacrylate
cpd:C20254	Ureidoacrylate; (Z)-3-Ureidoacrylate
