node_name,node_type
Heparitin sulfate,compound
3-Aminopropanoate,compound
D-Ornithine,compound
HADHA,protein
CHP2,protein
JUP,protein
fm_731977,protein
PPP1CA,protein
PPP1CC,protein
IL6,protein
fm_703952,protein
alpha-D-Glucose 6-phosphate,compound
ACTB,protein
POLR2I,protein
LAMC3,protein
fm_700297,protein
,protein
,protein
,protein
CAPN2,protein
fm_714419,protein
,protein
DDC,protein
fm_737242,protein
ITGAL,protein
ITGAM,protein
beta-D-Glucose,compound
HLA-DPB1,protein
AKT1,protein
N-Acetyl-D-glucosamine 6-phosphate,compound
INS,protein
fm_723539,protein
ERO1LB,protein
gamma-Glutamylcysteine,compound
PRKX,protein
fm_738486,protein
BRAF,protein
OXSM,protein
Uroporphyrinogen III,compound
Cyclic AMP,compound
DOCK1,protein
ITPR1,protein
PLCZ1,protein
Enzyme N6-(lipoyl)lysine,compound
SYK,protein
fm_722073,compound
Adenosine 5&,compound
NTF4,protein
TYK2,protein
SMAD4,protein
fm_718663,protein
CSTF2T,protein
fm_715743,protein
MDH2,protein
fm_714141,protein
PLCB2,protein
,compound
TP73,protein
CFTR,protein
FAS,protein
fm_711806,protein
ALDH3B1,protein
fm_736793,protein
HLA-DOB,protein
HLA-DRA,protein
HLA-DRB5,protein
HLA-DOA,protein
PRKACG,protein
fm_708226,protein
MBOAT7,protein
fm_715389,protein
ASAH2,protein
,compound
fm_727534,protein
RAC2,protein
IL3,protein
Choloyl-CoA,compound
CXCR4,protein
GRIN2B,protein
CDC42,protein
TPM3,protein
"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoate",compound
fm_730407,protein
CTNNA3,protein
CTNNA1,protein
fm_714090,protein
GAPDHS,protein
ROCK2,protein
fm_732831,protein
SPDYC,protein
L-3-Amino-isobutanoate,compound
MAPK10,protein
GCNT2,protein
(2S)-alpha-Leucine,compound
FGG,protein
fm_739580,protein
,compound
,protein
HDC,protein
PRKCG,protein
SEH1L,protein
fm_716684,protein
GLUD2,protein
LAMC1,protein
EIF3J,protein
"Phosphatidylinositol-3,4,5-trisphosphate",compound
,protein
AK2,protein
RB1,protein
p-Hydroxyphenyl lignin,compound
SNRPB,protein
FST,protein
1-Methylnicotinamide,compound
Supraene,compound
Mar-06,protein
Sphingosine 1-phosphate,compound
GSTA3,protein
IAA,compound
ITGA5,protein
POLA2,protein
"3alpha,21-Dihydroxy-5beta-pregnane-11,20-dione",compound
Deoxyadenosine,compound
fm_722613,protein
CDC25C,protein
PXN,protein
SPI1,protein
PSTK,protein
PRUNE,protein
fm_737028,protein
PIK3R2,protein
PIK3CD,protein
PIK3CB,protein
fm_704118,protein
fm_731211,protein
Glyoxylate,compound
,compound
PIK3R3,protein
CNDP1,protein
fm_723503,protein
SEC61B,protein
TAT,protein
THOC2,protein
BHMT,protein
GDP-4-keto-6-deoxy-D-mannose,compound
ABAT,protein
EGF,protein
fm_713598,protein
,protein
,compound
KIR2DL4,protein
ATP5J,protein
CHAD,protein
Glucuronic acid,compound
"3alpha,7alpha,24-Trihydroxy-5beta-cholestanoyl-CoA",compound
COL4A1,protein
fm_730548,protein
,protein
FBXO43,protein
UQCR10,protein
RFWD2,protein
GH2,protein
,compound
fm_736440,protein
IL12B,protein
THOC5,protein
AANAT,protein
FOXO3,protein
3-Oxooctanoyl-[acp],compound
FBP1,protein
Long-chain fatty acid,compound
TNFRSF1A,protein
fm_738454,protein
PIK3CA,protein
N-Glycoloyl-neuraminate,compound
fm_727950,protein
fm_712685,protein
fm_710770,protein
SHH,protein
NF1,protein
(S)-2-Amino-3-(p-hydroxyphenyl)propionic acid,compound
ACSL5,protein
fm_715450,protein
5&,compound
fm_725375,protein
CCND1,protein
PPP2R2C,protein
fm_733065,protein
Oxydol,compound
fm_721771,protein
INPP4B,protein
fm_734524,protein
fm_739172,protein
FZD7,protein
FZD5,protein
(S)-3-Hydroxyoctanoyl-CoA,compound
THY1,protein
N-Phosphocreatine,compound
ITPKA,protein
ALDH9A1,protein
fm_726439,protein
,compound
fm_715751,protein
THTPA,protein
L-Kynurenine,compound
L-Glutamic acid,compound
SUMF1,protein
PAK1,protein
fm_706981,protein
GALK2,protein
YWHAQ,protein
Lysophosphatidate,compound
fm_722776,protein
fm_728139,protein
MASP2,protein
fm_700630,protein
HKDC1,protein
AFMID,protein
A4GALT,protein
fm_713605,protein
,protein
fm_728729,protein
RELA,protein
GSTA1,protein
(3R)-3-Hydroxybutanoyl-[acyl-carrier protein],compound
ACLY,protein
"D-myo-Inositol 1,4,5-trisphosphate",compound
SLK,protein
3-Mercaptopyruvate,compound
Saccharopine,compound
4-Imidazolone-5-propanoate,compound
3-Oxohexadecanoyl-CoA,compound
fm_733069,protein
NFKBIA,protein
Campesterol,compound
GAB1,protein
PLCB4,protein
NUPL2,protein
PRKCG,protein
L-Aspartic acid,compound
GDA,protein
HLA-DPA1,protein
fm_710024,protein
,protein
,protein
CDIPT,protein
CXCL10,protein
ASS1,protein
ACTN1,protein
fm_740050,protein
FGFR3,protein
"(5Z,9E,11Z,14Z)-(8S)-8-Hydroperoxyeicosa-5,9,11,14-tetraenoic acid",compound
SOS2,protein
fm_726396,protein
GRM4,protein
MAP4K3,protein
Ethylene dibromide,compound
fm_734119,protein
PLA2G4E,protein
PLA2G2A,protein
PRKACG,protein
Pyroracemic acid,compound
"S-(2,2-Dichloro-1-hydroxy)ethyl glutathione",compound
Malonyl coenzyme A,compound
ID4,protein
fm_724772,protein
PRKACA,protein
PRKAR1A,protein
PRPP,compound
TYMP,protein
CSF2RA,protein
PDPK1,protein
ALG1,protein
fm_706892,protein
fm_721920,compound
,compound
fm_711441,protein
PAPSS2,protein
PAPSS1,protein
PTGIS,protein
,protein
KDR,protein
GNE,protein
MAPK8,protein
CACNA1G,protein
fm_709826,protein
TNFRSF11A,protein
GATM,protein
fm_711516,protein
CARS2,protein
"3beta,7alpha-Dihydroxy-5-androstene-17-one",compound
PIK3C3,protein
PTPN7,protein
fm_725118,protein
PLA2G2E,protein
PLA2G10,protein
PLA2G2A,protein
PLA2G2F,protein
PLA2G12A,protein
2-Amino-6-hydroxypurine,compound
fm_738376,protein
RAP1B,protein
RRM2,protein
CYP27B1,protein
IKBKB,protein
GSTK1,protein
fm_728882,protein
NFKB1,protein
fm_724099,protein
FGFR2,protein
ERBB3,protein
KDR,protein
NTRK1,protein
CSK,protein
Deoxythymidine 5&,compound
fm_711941,protein
CYP3A4,protein
fm_730543,protein
CD86,protein
PHGDH,protein
CDC42,protein
fm_739093,protein
TFG,protein
NTRK1,protein
RELA,protein
LDHD,protein
NOD2,protein
SOCS3,protein
fm_736757,protein
MAP2K6,protein
2-Amino-3-methylbutyric acid,compound
trans-3-Chloroacrylic acid,compound
UGT1A8,protein
"(5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprost-13-enoate",compound
fm_716873,protein
fm_714813,protein
HNF4G,protein
"17alpha,21-Dihydroxy-4-pregnene-3,11,20-trione",compound
SPR,protein
CSF3R,protein
fm_723576,protein
2-Oxoadipic acid,compound
ICAM1,protein
UGT2A3,protein
3-Oxodecanoyl-CoA,compound
NMNAT1,protein
SIGLEC1,protein
fm_722576,protein
WEE2,protein
fm_724827,protein
CSF2RB,protein
GUCY1A2,protein
FZD5,protein
TXK,protein
3-Hydroxylidocaine,compound
PPP1CC,protein
Pyridoxamine phosphate,compound
Calcium,compound
IRF7,protein
D-Fructose 1-phosphate,compound
fm_736208,protein
fm_734060,protein
ATP1B2,protein
fm_732835,protein
MAPK8,protein
MAPK12,protein
XIAP,protein
GRB2,protein
UGP2,protein
HGF,protein
NCR3,protein
,complex
CASP10,protein
IKBKE,protein
CD247,protein
PTPN1,protein
Q,compound
IFNG,protein
CYP4F2,protein
"all-trans-13,14-Dihydroretinol",compound
fm_736435,protein
FOS,protein
Propionyl-CoA,compound
UGT1A9,protein
AKT2,protein
Epoprostenol,compound
11-cis-Retinol,compound
PTGES,protein
Arterenol,compound
(S)-3-Hydroxydecanoyl-CoA,compound
L-Tryptophan,compound
"6-Pyruvoyl-5,6,7,8-tetrahydropterin",compound
NFATC2,protein
EXTL3,protein
4-Hydroxyphenylacetaldehyde,compound
CCL3,protein
EIF2S1,protein
Dihydroxyacetone phosphate,compound
fm_740075,protein
CD86,protein
PARVG,protein
KRAS,protein
Protein N6-(lipoyl)lysine,compound
,compound
fm_721886,compound
HERPUD1,protein
fm_739496,protein
HTR2C,protein
ITGA2B,protein
,compound
Citalopram propionic acid,compound
TH,protein
GNPDA1,protein
DVL2,protein
fm_732268,protein
fm_732690,protein
MAPK9,protein
fm_735845,protein
PRKCA,protein
CTH,protein
Crotonoyl-CoA,compound
fm_712079,compound
"N,N&",compound
ADRA1B,protein
NAADP,compound
PIK3R1,protein
fm_721878,compound
TUBB4,protein
5-Formamido-1-(5-phosphoribosyl)imidazole-4-carboxamide,compound
Cyclic AMP,compound
COMT,protein
OPC8-CoA,compound
fm_730898,protein
CRKL,protein
fm_740120,protein
C5,protein
fm_722188,protein
P2RY8,protein
P2RY4,protein
P2RY14,protein
fm_722874,protein
YWHAB,protein
YWHAZ,protein
fm_739767,protein
"(5Z,8Z,10E,14Z)-(12R)-12-Hydroperoxyicosa-5,8,10,14-tetraenoic acid",compound
alpha-D-Glucose 6-phosphate,compound
fm_721753,protein
TRAF6,protein
fm_730572,protein
carboxamido]succinate,compound
fm_708140,protein
Protoporphyrin IX,compound
UGT2A1,protein
Panacelan,compound
fm_734346,protein
ATP1A1,protein
ATP1B1,protein
CTSG,protein
fm_702857,protein
,protein
,compound
CDKN1B,protein
Methylglyoxal,compound
(2E)-Hexadecenoyl-[acp],compound
fm_739075,protein
PPARG,protein
BCMO1,protein
NTF3,protein
fm_732816,protein
Sulfurous acid,compound
PLCE1,protein
CSF1R,protein
Hexanoyl-[acp],compound
Thiamin pyrophosphate,compound
PLAA,protein
B4GALT1,protein
Glycerol-3-phosphate,compound
MAPK11,protein
fm_729399,protein
SOS2,protein
MYC,protein
(S)-Lactate,compound
fm_701756,protein
"(25R)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA",compound
B3GNT6,protein
CD40LG,protein
fm_731166,protein
GNA13,protein
GNAI2,protein
GNAI3,protein
trans-3-Chloroallyl aldehyde,compound
fm_728764,protein
NFKBIB,protein
FASLG,protein
2-Hydroxytricarballylic acid,compound
AKT3,protein
fm_700102,protein
CCL4,protein
alpha-Keto-3-hydroxy-4-phosphobutyrate,compound
KIT,protein
CBR1,protein
NO,compound
PRKCA,protein
Cyclic AMP,compound
L-alpha-Aminoadipic acid,compound
fm_727906,protein
TUBB4Q,protein
TUBB3,protein
2-Aminoacrylate,compound
BCMO1,protein
fm_727677,protein
CCNB2,protein
ENO2,protein
Decanoyl-CoA,compound
fm_710014,protein
,protein
,protein
fm_702874,protein
GRID2,protein
ILK,protein
4-Oxobutanoate,compound
Butyryl-CoA,compound
fm_728428,protein
fm_711047,protein
ALAS2,protein
fm_719438,protein
HLA-DOA,protein
NR1H4,protein
fm_738939,protein
(3R)-3-Hydroxydecanoyl-[acyl-carrier protein],compound
NUP37,protein
ADCY3,protein
LEF1,protein
fm_721579,protein
L-Lysyl-tRNA(Lys),compound
fm_728375,protein
MAPK1,protein
fm_732071,protein
TRAF2,protein
LIPT1,protein
3-Hydroxypyruvic acid,compound
CRH,protein
Malonyl coenzyme A,compound
trans-Dec-2-enoyl-[acp],compound
FASLG,protein
UGT2A3,protein
MCEE,protein
EZR,protein
,compound
fm_728060,protein
F13A1,protein
fm_732673,protein
(S)-Methylmalonyl-CoA,compound
NFATC1,protein
UGT2B28,protein
DDX58,protein
Alcophosphamide,compound
PRKCB,protein
KYNU,protein
Cholyltaurine,compound
GPI,protein
CXCL9,protein
fm_700168,protein
ACSS2,protein
RILP,protein
CD55,protein
fm_715344,protein
CMP-N-acetylneuraminate,compound
CCR1,protein
PRKG1,protein
(S)-Lactate,compound
Panacelan,compound
POLD3,protein
HSPA5,protein
MAN1A2,protein
fm_734419,protein
COL17A1,protein
COL11A1,protein
COL2A1,protein
COL11A2,protein
COL9A1,protein
COL4A5,protein
3-Phospho-(R)-glycerate,compound
CXCL5,protein
1-Acyl-sn-glycero-3-phosphoserine,compound
CD59,protein
(S)-3-Hydroxytetradecanoyl-CoA,compound
ATP1A2,protein
3-Ureidopropionate,compound
AppppA,compound
GSS,protein
CD40,protein
Nicotinamide D-ribonucleotide,compound
ADCY3,protein
ATF4,protein
CNDP1,protein
fm_721509,protein
ADCY8,protein
TGFA,protein
fm_722141,protein
S1PR2,protein
Holo-[carboxylase],compound
fm_732348,protein
PYGM,protein
PYGB,protein
fm_738202,protein
PIK3CB,protein
IFNG,protein
HCST,protein
,complex
UDP-D-galactopyranose,compound
CD99,protein
fm_722056,protein
GRIN3B,protein
GRIN2B,protein
Leukotriene C4,compound
Dopaquinone,compound
GUSB,protein
RAC2,protein
fm_728099,protein
9-cis-Retinoic acid,compound
FGF1,protein
IL1A,protein
,protein
B3GALT2,protein
PPP1R15A,protein
CACNA2D1,protein
CSF2,protein
fm_703481,protein
UGT2B11,protein
fm_721498,protein
RAMP3,protein
GPX4,protein
fm_719979,protein
PDGFB,protein
ADRA1D,protein
AKT3,protein
fm_725934,protein
fm_737112,protein
ACTN4,protein
fm_701724,protein
SC4MOL,protein
fm_732740,protein
ADCY5,protein
POLR2A,protein
4-Oxobutanoate,compound
NCF1,protein
HRAS,protein
HK2,protein
PLA2G15,protein
PPP3R1,protein
TNC,protein
DDX58,protein
OPLAH,protein
RHOA,protein
ALDH3A2,protein
GNPDA2,protein
fm_740131,protein
HLA-DRB1,protein
HLA-DMA,protein
HLA-DQA2,protein
AR,protein
fm_707805,protein
PLCD3,protein
PLCG1,protein
ACAD8,protein
,compound
ABL1,protein
ANAPC11,protein
,compound
ERBB2,protein
GBA3,protein
,compound
,compound
fm_721873,compound
fm_720408,protein
F12,protein
fm_719825,protein
DUSP6,protein
DUSP9,protein
DUSP10,protein
DUSP5,protein
2-OH-Estradiol,compound
TNFRSF13C,protein
PLA2G4A,protein
MLYCD,protein
GAB2,protein
24-Dehydrocholesterol,compound
MPI,protein
fm_739787,protein
CDK6,protein
N-Acetylisoniazid,compound
4-Imidazoleacetate,compound
fm_720674,protein
L-Glutamic acid,compound
DOLPP1,protein
CASP9,protein
N-Acetyl-5-methoxytryptamine,compound
fm_733637,protein
VTN,protein
Glyceraldehyde 3-phosphate,compound
CCL19,protein
fm_700038,protein
LDHA,protein
LDHB,protein
fm_708891,protein
MAP3K12,protein
HMMR,protein
fm_709513,protein
IGFBP3,protein
fm_724790,protein
UGT2B10,protein
BCAR1,protein
ID2,protein
3-Aminopropanoate,compound
L-Selenocysteine,compound
fm_721421,protein
CSK,protein
Oxosuccinic acid,compound
CYCS,protein
fm_727475,protein
UGT1A5,protein
fm_730719,protein
RPS6KA6,protein
KITLG,protein
3-Oxotetradecanoyl-CoA,compound
Protein N6-(octanoyl)lysine,compound
PIGX,protein
RAP1A,protein
Pyroracemic acid,compound
CKMT1A,protein
fm_732987,protein
DAG1,protein
BCL2L1,protein
2-Oxoglutarate semialdehyde,compound
EIF4EBP1,protein
ABAT,protein
CHEK1,protein
RND1,protein
fm_724676,protein
,compound
fm_714668,protein
fm_738356,protein
CRKL,protein
fm_729449,protein
KIR2DL3,protein
DBH,protein
CDA,protein
fm_700825,protein
LALBA,protein
COX15,protein
3-Sulfopyruvate,compound
fm_704775,protein
HEMK1,protein
HLA-DRB3,protein
fm_715526,protein
fm_700070,protein
CDP-choline,compound
,complex
fm_713688,protein
fm_737898,protein
HBS1L,protein
POLR3GL,protein
fm_711498,protein
fm_722154,protein
fm_726355,protein
2-Phenylacetamide,compound
"5-Phenyl-1,3-oxazinane-2,4-dione",compound
CCL4L1,protein
L-erythro-4-Hydroxyglutamate,compound
(R)-Methylmalonyl-CoA,compound
fm_732991,protein
WNT9B,protein
WNT8A,protein
WNT5A,protein
WNT10B,protein
WNT4,protein
NFKBIA,protein
fm_734970,protein
CHP,protein
PPP3CC,protein
UPB1,protein
PPP2CA,protein
ITGB3,protein
fm_735430,protein
POLR2E,protein
POLR2J,protein
PAX6,protein
Cyclic AMP,compound
fm_714704,protein
PAK2,protein
fm_728113,protein
EIF4B,protein
3-Phospho-(R)-glycerate,compound
HLA-DPB1,protein
VAMP2,protein
PIGQ,protein
fm_722846,protein
PPP3CB,protein
LAMA5,protein
TUBA1B,protein
JUN,protein
RAN,protein
DCVG,compound
POLD2,protein
fm_739614,protein
fm_729884,protein
2-Amino-3-methylvaleric acid,compound
Citalopram aldehyde,compound
fm_718855,protein
PABPC3,protein
EGFR,protein
KRAS,protein
"1,2-Diacyl-sn-glycero-3-phosphoinositol",compound
fm_720122,protein
UGT1A5,protein
fm_704555,protein
CKMT1B,protein
L-Tryptophan,compound
fm_725787,protein
RUFY1,protein
NUDT21,protein
fm_715259,protein
MTOR,protein
fm_709834,protein
L-Leucyl-tRNA(Leu),compound
,compound
fm_728489,protein
fm_739406,protein
PTGFR,protein
CAV1,protein
fm_729624,protein
HRAS,protein
NFATC3,protein
NO,compound
17alpha-Hydroxypregnenolone,compound
K+,compound
Cyclic AMP,compound
PDGFA,protein
TNR,protein
PLCG2,protein
fm_715841,protein
"(5Z,11Z,14Z)-8,9-Dihydroxyicosa-5,11,14-trienoic acid",compound
fm_720607,protein
SLC8A1,protein
ATP8,protein
HSPA1L,protein
RAP1A,protein
CD274,protein
PGF,protein
PGS1,protein
FOXA2,protein
CALM3,protein
"(6E,8Z,11Z,14Z)-(5S)-5-Hydroxyicosa-6,8,11,14-tetraenoic acid",compound
PIK3CB,protein
RBX1,protein
,compound
fm_739377,protein
NRAS,protein
AdoMet,compound
ACACB,protein
,compound
F2R,protein
HK3,protein
NDUFB6,protein
2-Hydroxytricarballylic acid,compound
Flavin adenine dinucleotide,compound
PARD3,protein
,compound
"1,3-Dihydroxy-2-propanone",compound
2-Oxoadipic acid,compound
fm_737601,protein
NGF,protein
fm_733135,protein
fm_726119,protein
fm_732678,protein
GATM,protein
Allysine,compound
GPX1,protein
TAP2,protein
CYCS,protein
fm_726304,protein
PIK3R5,protein
IFNA5,protein
Sphingosine 1-phosphate,compound
SPN,protein
BAAT,protein
CALML5,protein
LCT,protein
HLA-E,protein
,compound
fm_726743,protein
PRKCA,protein
fm_701671,protein
fm_728966,protein
PIK3CG,protein
IL1A,protein
IL28A,protein
fm_726462,protein
fm_736053,protein
fm_736518,protein
TGFB1,protein
fm_732902,protein
CAMK2A,protein
,compound
FZD4,protein
,compound
TLR6,protein
fm_730984,protein
IRAK3,protein
fm_708128,protein
Cyclic AMP,compound
BTD,protein
CDC42,protein
CFB,protein
fm_710513,protein
"7alpha,26-Dihydroxy-4-cholesten-3-one",compound
IFNA16,protein
HMA,compound
PTPN6,protein
CCNB3,protein
fm_736124,protein
(S)-3-Hydroxy-3-methylglutaryl-CoA,compound
UGT2B17,protein
Cholest-5-en-3beta-ol,compound
CHD8,protein
TNFSF13,protein
N-Carbamoyl-L-aspartate,compound
WNT10A,protein
fm_734556,compound
fm_733789,protein
5-Adenylyl-2-aminoadipate,compound
CA2,protein
LSM6,protein
fm_722565,protein
fm_735603,protein
C8B,protein
C9,protein
C5,protein
fm_722129,protein
PARK2,protein
fm_739481,protein
GRIA2,protein
POLR1E,protein
Inosine 5&,compound
(S)-alpha-Amino-beta-phenylpropionic acid,compound
TP53,protein
CSF3R,protein
CARD8,protein
BCL2,protein
NPR2,protein
,compound
RAF1,protein
DGAT2,protein
ALDH2,protein
"3,4-Dihydroxyphenylacetaldehyde",compound
SN-38,compound
"3-[alpha-D-Galactosyl-(1-6)-beta-D-galactosyl]-1,2-diacyl-sn-",compound
"(9Z,11E)-(13S)-13-Hydroxyoctadeca-9,11-dienoic acid",compound
L-Glutamic acid,compound
EIF2S1,protein
GRIK1,protein
CCND1,protein
EXOSC3,protein
POLR2L,protein
ITPK1,protein
TLR2,protein
CBS,protein
fm_710312,protein
fm_706699,protein
fm_719554,protein
POLE3,protein
fm_733269,protein
CACNA1A,protein
CACNA1E,protein
PDGFRA,protein
fm_737331,protein
Calcium,compound
fm_718818,protein
fm_730397,protein
INS,protein
fm_718957,protein
POLR2J,protein
fm_724018,protein
HSPA1L,protein
ABL1,protein
IFNW1,protein
,compound
fm_702972,protein
fm_714304,protein
,protein
CDKN2D,protein
(S)-3-Hydroxyhexadecanoyl-CoA,compound
fm_731808,protein
L2HGDH,protein
CD244,protein
fm_726486,protein
FCGR2A,protein
CNTNAP2,protein
4-Aminobutyraldehyde,compound
Adenosine 5&,compound
HLA-A,protein
,protein
,complex
ONECUT1,protein
,compound
AKR1B1,protein
fm_706882,protein
L-Glutamic acid,compound
LEP,protein
fm_720035,protein
cis-Aconitic acid,compound
FGF8,protein
IFNB1,protein
Inosine diphosphate,compound
fm_723316,protein
PPP1CA,protein
fm_730450,protein
GNAI1,protein
2-Ketoglutaric acid,compound
RAC1,protein
MAFA,protein
CCL14,protein
fm_724732,protein
PPP3R2,protein
"1,2-Dihydroxy-3,4-epoxy-1,2,3,4-tetrahydronaphthalene",compound
fm_713477,protein
SLC8A1,protein
ANPEP,protein
ORC3,protein
CXCL12,protein
fm_712678,protein
BDKRB1,protein
PDK1,protein
fm_704141,protein
SFRP1,protein
,compound
L-Seryl-tRNA(Sec),compound
ELK1,protein
fm_726529,protein
PGD,protein
fm_729799,protein
fm_709873,protein
fm_738767,protein
AKT3,protein
FGF21,protein
WNT8A,protein
PDGFB,protein
RBX1,protein
"2,3-Diketo-5-methylthiopentyl-1-phosphate",compound
PIK3CG,protein
CFL1,protein
,protein
Aminoacetic acid,compound
EIF3E,protein
COL6A2,protein
DDX6,protein
Cob(I)yrinate diamide,compound
fm_731946,protein
fm_732753,compound
GZMB,protein
TCF7,protein
fm_709999,protein
ACSM1,protein
fm_739601,protein
DNAJB1,protein
Na+,compound
fm_719787,protein
ALG11,protein
RENBP,protein
(9Z)-Octadecenoic acid,compound
fm_737746,protein
ALLC,protein
fm_740841,protein
fm_718603,protein
fm_729224,protein
fm_709504,protein
fm_715250,protein
TAB1,protein
"3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al",compound
all-trans-Vitamin A aldehyde,compound
Epoprostenol,compound
ATG3,protein
fm_702644,protein
PLA2G4E,protein
RHOA,protein
LCP2,protein
"1D-myo-Inositol 1,3,4,6-tetrakisphosphate",compound
TGFB3,protein
CREB1,protein
LAMB2,protein
CD40LG,protein
fm_703841,protein
LDHA,protein
ACVR2B,protein
fm_737073,protein
PLCB3,protein
(S)-Methylmalonate semialdehyde,compound
fm_735426,protein
NEGR1,protein
Bilirubin,compound
fm_735986,protein
LYN,protein
fm_705748,protein
MAT2A,protein
TNNT2,protein
AKT3,protein
fm_731853,protein
,compound
CDO1,protein
FLAD1,protein
CTSK,protein
CYP27B1,protein
Oxalosuccinic acid,compound
CD14,protein
fm_714763,protein
PLK1,protein
fm_720019,protein
RHEB,protein
MBOAT2,protein
CREB3L2,protein
,compound
,protein
PTK2,protein
Ceramide phosphate,compound
Water,compound
SKP2,protein
ADCY2,protein
Dihydroxyacetone phosphate,compound
Urea,compound
Fatty acid,compound
TGFBR2,protein
fm_715354,protein
PAFAH1B2,protein
,compound
L-Arginyl-tRNA(Arg),compound
fm_730773,protein
,compound
EIF3D,protein
fm_705093,protein
Glutaryl-CoA,compound
fm_727965,protein
EGFR,protein
IFNAR1,protein
HRH1,protein
,compound
Oxidized thioredoxin,compound
C9,protein
MAP2K5,protein
"(6Z,8E,10E,14Z)-(5S,12R)-5,12-Dihydroxyeicosa-6,8,10,14-tetraenoate",compound
CXCL1,protein
PVRL2,protein
WDR61,protein
MINPP1,protein
fm_714183,protein
fm_700680,protein
ACVR1,protein
fm_738960,protein
PDGFB,protein
IGF1,protein
N4-Acetylaminobutanoate,compound
fm_714651,protein
AMPD1,protein
fm_730750,protein
GRIA1,protein
fm_705971,protein
GGT1,protein
AKR1A1,protein
fm_711556,protein
RPS6KA3,protein
GALE,protein
fm_740600,protein
